"Section","Sub Section","Report Title","URL","Display Order"
"Division Reports","2015 Reports to Council","2015-11-03:  Financial Analysis of the Fiscal Year 2015 General Fund","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/Financial Analysis of FY 2015 Gen Fund.pdf","1006"
"Division Reports","2015 Reports to Council","2015-11-02:  NEZ Certificate Application for 1511 First St.","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/NEZ 1151 First.pdf","1007"
"Division Reports","2015 Reports to Council","2015-10-26:  Priorities and Threshold Criteria for the 2015-16 CDBG-NOF Program","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/CDBG-NOF Threshold Criteria 10-26-2015.pdf","1008"
"Division Reports","2015 Reports to Council","2015-10-23:  Code Codification","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/Code Codification.pdf","1009"
"Division Reports","2015 Reports to Council","2015-10-21:  Legality of Water Affordability Plan (WAP)","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/Legality of Water Affordability Plan 10-21-2015.pdf","1010"
"Division Reports","2015 Reports to Council","2015-10-21:  Almass Downtown Real Estate LLC App for Obsolete Property Rehab Cert.","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/Almass Downtown Real Estate.pdf","1011"
"Division Reports","2015 Reports to Council","2015-10-21:  Bagley Clifford, LLC Application for Obsolete Property Rehab Certificate","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/Bagley Clifford LLC.pdf","1012"
"Division Reports","2015 Reports to Council","2015-10-21:  Gabriel Hall, LLC Application for Commercial Rehab Exemption Certificate","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/Gabriel Hall LLC.pdf","1013"
"Division Reports","2015 Reports to Council","2015-10-21:  305 Michigan, LLC Application for Obsolete Property Rehab Certificate","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/305 Michigan LLC.pdf","1014"
"Division Reports","2015 Reports to Council","2015-10-20:  Reso on America's No Violence Day","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/No Violence Day Reso.pdf","1015"
"Division Reports","2015 Reports to Council","2015-10-20:  Reso. in Support of Request for Additional Funds for Demolition (Revised2)","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/Funds for Demolition Revised 2.pdf","1016"
"Division Reports","2015 Reports to Council","2015-10-19:  Michigan Veterans Foundation Request for Zoning Change","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/MI Veterans Foundation.pdf","1017"
"Division Reports","2015 Reports to Council","2015-10-19:  Auth. to form a Next Michigan Development Corporation","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/Next Michigan Development Corp.pdf","1018"
"Division Reports","2015 Reports to Council","2015-10-19:  Reso. in Support of Request for Additional Funds for Demolition","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/Demolition Funds 10-19-2015.pdf","1019"
"Division Reports","2015 Reports to Council","2015-10-19:  PCA Special District Review of exterior changes to 250 W. Larned Ave.","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/250 W Larned PCA Special District Review.pdf","1020"
"Division Reports","2015 Reports to Council","2015-10-16:  Acceptance of Donation from Base 11 for the Fire Department","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/Fire-Donation.Base11.pdf","1021"
"Division Reports","2015 Reports to Council","2015-10-16:  Gaming Tax Revenue through September 2015","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/Gaming Tax Revenue 9-2015.pdf","1022"
"Division Reports","2015 Reports to Council","2015-10-13:  Rivertown Phase I, LLC; Commercial Rehab Exemption Certificate","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/Rivertown Phase I.pdf","1023"
"Division Reports","2015 Reports to Council","2015-10-05:  EM Orders - Expiration Procedures","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/EM Orders - Expiration Procedures.pdf","1024"
"Division Reports","2015 Reports to Council","2015-10-02:  Quality of Life Loan Fund and Related Contracts as of June 30, 2015","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/Quality of Life Loan Fund 10-2-2015.pdf","1025"
"Division Reports","2015 Reports to Council","2015-10-02:  PCA Special District Review of exterior changes to 611 Woodward Ave.","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/611 Woodward - Chase Tower.pdf","1026"
"Division Reports","2015 Reports to Council","2015-10-01:  Nailah Commons, LLC; App for a Commercial Rehab Cert- Corrected Copy","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/Nailah Commons LLC CC 10-1-2015.pdf","1027"
"Division Reports","2015 Reports to Council","2015-10-01:  Lafayette Towers Brownfield Redevelopment - Corrected Copy","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/Lafayette Towers Brownfield CC 10-1-2015.pdf","1028"
"Division Reports","2015 Reports to Council","2015-10-01:  HM Ventures Group 6, LLC - Corrected Copy","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/HM Ventures 6 LLC CC 10-1-2015.pdf","1029"
"Division Reports","2015 Reports to Council","2015-10-01:  East Kirby Development, LLC - Corrected Copy","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/East Kirby Dev LLC CC 10-1-2015.pdf","1030"
"Division Reports","2015 Reports to Council","2015-10-01:  Alta Industrial Reas Estate Company, LLC - Corrected Copy","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/Alta Industrial RE Co CC 10-1-2015.pdf","1031"
"Division Reports","2015 Reports to Council","2015-10-01:  607 Shelby, LLC Brownfield Redevelopment Plan - Corrected Copy","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/607 Shelby LLC CC 10-1-2015.pdf","1032"
"Division Reports","2015 Reports to Council","2015-09-30:  East Kirby Development, LLC Tax Abatement Request","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/East Kirby Development.pdf","1033"
"Division Reports","2015 Reports to Council","2015-09-30:  Nailah Commons, LLC Tax Abatement Request","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/Nailah Commons.pdf","1034"
"Division Reports","2015 Reports to Council","2015-09-30:  Alta Industrial Real Estate Company, LLC Tax Abatement Request","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/Alta Industrial.pdf","1035"
"Division Reports","2015 Reports to Council","2015-09-30:  HM Ventures Group 6, LLC's Tax Abatement Request","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/HM Ventures Group 6.pdf","1036"
"Division Reports","2015 Reports to Council","2015-09-30:  Limitations on Raising Property Taxes for funding City Police Officers","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/Property Taxes for Police.pdf","1037"
"Division Reports","2015 Reports to Council","2015-09-29:  Equitable Salary Structure Concerns","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/Equitqble Salary.pdf","1038"
"Division Reports","2015 Reports to Council","2015-09-28:   Full Restoration of Detroit Board of Police Commissioners' Powers","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/Board of Police Commissioners Powers 9-28-15.pdf","1039"
"Division Reports","2015 Reports to Council","2015-09-22:  Contract 2914367 - Motorola Solutions","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015%20Report%20to%20Council/Contract%202914367%20-%20Motorola%20Solutions.pdf","1040"
"Division Reports","2015 Reports to Council","2015-09-21:  Video Service Franchise Agreement","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/Video Service Franchise Agreement.pdf","1041"
"Division Reports","2015 Reports to Council","2015-09-21:  Triton Investment Company","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/Triton Investment.pdf","1042"
"Division Reports","2015 Reports to Council","2015-09-21:  Revised site plan review - Continental Homes project","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/Continental Homes Project 9-21-2015.pdf","1043"
"Division Reports","2015 Reports to Council","2015-09-17:  Lafayette Towers Brownfield Redevelopment Corrected","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/Lafayette Towers Brownfield 9-17-2015.pdf","1044"
"Division Reports","2015 Reports to Council","2015-09-17:  Lafayette Towers Abatement Request","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/Lafayette Towers Abatement Request 9-14-2015.pdf","1045"
"Division Reports","2015 Reports to Council","2015-09-15:  A Primer to the Comprehensive Annual Financial Report (CAFR)","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/CAFR Primer.pdf","1046"
"Division Reports","2015 Reports to Council","2015-09-15:  Review of 2014 CAFR for the City of Detroit","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/CAFR Review.pdf","1047"
"Division Reports","2015 Reports to Council","2015-09-15:  Benchmark Comparison of 2014 CAFR with Other Cities","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/CAFR Benchmark Comparison.pdf","1048"
"Division Reports","2015 Reports to Council","2015-09-14:  607 Shelby, LLC Brownfield Redevelopment Plan Corrected","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/607 Shelby Brownfield 9-14-2015.pdf","1049"
"Division Reports","2015 Reports to Council","2015-09-14:  607 Shelby, LLC Brownfield Redevelopment Plan","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/607 Shelby Abatement Request 9-14-2015.pdf","1050"
"Division Reports","2015 Reports to Council","2015-09-14:  Audit of Institute of Population Health","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/Institute for Population Health Audit 9-14-2015.pdf","1051"
"Division Reports","2015 Reports to Council","2015-09-14:  Update on Animal Husbandry/Urban Livestock Policy","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/Animal Husbandry and Urban Livestock Policy 9-14-15.pdf","1052"
"Division Reports","2015 Reports to Council","2015-09-11:  Citizen Radio Patrol Assistance Program Draft Ordinance","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/Citizens Radio Patrol Assistance Program Draft Ord.pdf","1053"
"Division Reports","2015 Reports to Council","2015-09-10:  Gaming Tax Revenue through August 2015","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/Gaming Tax Revenue for August 2015.pdf","1054"
"Division Reports","2015 Reports to Council","2015-09-10:  Acceptance of VA Identification Cards","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/VA Identification Cards.pdf","1055"
"Division Reports","2015 Reports to Council","2015-09-03:  Contracts with Agencies Providing Services to Returning Citizens","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/Returning Citizens 9-3-2015 JA.pdf","1056"
"Division Reports","2015 Reports to Council","2015-09-02:  Herman Kiefer Rezoning Request","https://detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/legislative-policy-reports/2015 Report to Council/Herman Kiefer 9-2-2015.pdf","1057"
